ct,tot,moe,tot_afghan,moe_afghan,tot_albanian,moe_albanian,tot_alsatian,moe_alsatian,tot_american,moe_american,tot_arab,moe_arab,tot_arab_egyptian,moe_arab_egyptian,tot_arab_iraqi,moe_arab_iraqi,tot_arab_jordanian,moe_arab_jordanian,tot_arab_lebanese,moe_arab_lebanese,tot_arab_moroccan,moe_arab_moroccan,tot_arab_palestinia,moe_arab_palestinian,tot_arab_syrian,moe_arab_syrian,tot_arab_arab,moe_arab_arab,tot_arab_other_arab,moe_arab_other_arab,tot_armenian,moe_armenian,tot_assyrian/chaldean/syriac,moe_assyrian/chaldean/syriac,tot_australian,moe_australian,tot_austrian,moe_austrian,tot_basque,moe_basque,tot_belgian,moe_belgian,tot_brazilian,moe_brazilian,tot_british,moe_british,tot_bulgarian,moe_bulgarian,tot_cajun,moe_cajun,tot_canadian,moe_canadian,tot_carpatho_rusyn,moe_carpatho_rusyn,tot_celtic,moe_celtic,tot_croatian,moe_croatian,tot_cypriot,moe_cypriot,tot_czech,moe_czech,tot_czechoslovakian,moe_czechoslovakian,tot_danish,moe_danish,tot_dutch,moe_dutch,tot_eastern_european,moe_eastern_european,tot_english,moe_english,tot_estonian,moe_estonian,tot_european,moe_european,tot_finnish,moe_finnish,tot_french_ex_basque,moe_french_ex_basque,tot_french_canadian,moe_french_canadian,tot_german,moe_german,tot_german_russian,moe_german_russian,tot_greek,moe_greek,tot_guyanese,moe_guyanese,tot_hungarian,moe_hungarian,tot_icelander,moe_icelander,tot_iranian,moe_iranian,tot_irish,moe_irish,tot_israeli,moe_israeli,tot_italian,moe_italian,tot_latvian,moe_latvian,tot_lithuanian,moe_lithuanian,tot_luxembourger,moe_luxembourger,tot_macedonian,moe_macedonian,tot_maltese,moe_maltese,tot_new_zealander,moe_new_zealander,tot_northern_european,moe_northern_european,tot_norwegian,moe_norwegian,tot_pennsylvania_german,moe_pennsylvania_german,tot_polish,moe_polish,tot_portuguese,moe_portuguese,tot_romanian,moe_romanian,tot_russian,moe_russian,tot_scandinavian,moe_scandinavian,tot_scotch-irish,moe_scotch-irish,tot_scottish,moe_scottish,tot_serbian,moe_serbian,tot_slavic,moe_slavic,tot_slovak,moe_slovak,tot_slovene,moe_slovene,tot_soviet_union,moe_soviet_union,tot_s_african,moe_s_african,tot_s_african_cape_verdean,moe_s_african_cape_verdean,tot_s_african_ethiopian,moe_s_african_ethiopian,tot_s_african_ghanaian,moe_s_african_ghanaian,tot_s_african_kenyan,moe_s_african_kenyan,tot_s_african_liberian,moe_s_african_liberian,tot_s_african_nigerian,moe_s_african_nigerian,tot_s_african_senegalese,moe_s_african_senegalese,tot_s_african_sierra_leonean,moe_s_african_sierra_leonean,tot_s_african_somali,moe_s_african_somali,tot_s_african_south_african,moe_s_african_south_african,tot_s_african_sudanese,moe_s_african_sudanese,tot_s_african_ugandan,moe_s_african_ugandan,tot_s_african_zimbabwean,moe_s_african_zimbabwean,tot_s_african_african,moe_s_african_african,tot_s_african_other_s_african,moe_s_african_other_s_african,tot_swedish,moe_swedish,tot_swiss,moe_swiss,tot_turkish,moe_turkish,tot_ukrainian,moe_ukrainian,tot_welsh,moe_welsh,tot_w_indians,moe_w_indians,tot_w_indians_bahamian,moe_w_indians_bahamian,tot_w_indians_barbadian,moe_w_indians_barbadian,tot_w_indians_belizean,moe_w_indians_belizean,tot_w_indians_bermudan,moe_w_indians_bermudan,tot_w_indians_british_west_indian,moe_w_indians_british_west_indian,tot_w_indians_dutch_west_indian,moe_w_indians_dutch_west_indian,tot_w_indians_haitian,moe_w_indians_haitian,tot_w_indians_jamaican,moe_w_indians_jamaican,tot_w_indians_trinidadian_and_tobagonian,moe_w_indians_trinidadian_and_tobagonian,tot_w_indians_u.s._virgin_islander,moe_w_indians_u.s._virgin_islander,tot_w_indians_west_indian,moe_w_indians_west_indian,tot_w_indians_other_west_indian,moe_w_indians_other_west_indian,tot_yugoslavian,moe_yugoslavian,tot_other_groups,moe_other_groups,tot_unclass_not_rep,moe_unclass_not_rep
36005044200,4122,1318,0,13,0,13,0,13,200,146,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,218,273,0,13,0,13,0,13,0,13,0,13,218,273,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,988,853,0,13,306,437,0,13,0,13,338,371,0,13,0,13,389,300,0,13,0,13,30,106,0,13,0,13,2041,662,875,496
36005044400,4725,833,0,13,0,13,0,13,49,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,39,0,13,0,13,45,72,0,13,0,13,0,13,88,74,0,13,98,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,228,167,0,13,0,13,0,13,0,13,0,13,191,171,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,38,13,21,0,13,0,13,0,13,0,13,0,13,1854,616,0,13,39,50,0,13,0,13,417,378,0,13,283,464,1115,356,0,13,0,13,0,13,0,13,0,13,1301,414,1276,671
36005044800,2231,470,0,13,0,13,0,13,45,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,54,65,0,13,0,13,0,13,31,34,0,13,0,13,30,28,0,13,0,13,0,13,48,57,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,241,320,0,13,0,13,194,305,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,47,79,0,13,0,13,0,13,0,13,0,13,988,302,0,13,0,13,0,13,0,13,73,67,0,13,15,23,811,307,35,25,0,13,54,65,0,13,0,13,463,162,444,249
36005044901,1995,335,0,13,0,13,0,13,42,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,17,0,13,0,13,7,12,48,68,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,14,0,13,0,13,0,13,122,114,0,13,16,29,0,13,77,100,6,9,218,128,0,13,0,13,0,13,0,13,0,13,0,13,842,243,9,16,208,104,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,7,12,0,13,0,13,0,13,28,47,13,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,1,2,0,13,0,13,424,204,429,171
36005044902,2160,337,0,13,14,21,0,13,44,33,4,8,4,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33,42,0,13,0,13,0,13,0,13,4,8,279,186,0,13,0,13,0,13,33,36,0,13,0,13,864,194,0,13,282,133,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,33,0,13,65,47,0,13,0,13,42,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,127,131,0,13,0,13,0,13,0,13,0,13,72,98,0,13,55,87,0,13,0,13,0,13,0,13,0,13,510,171,429,227
36005045101,1490,315,0,13,15,15,0,13,47,36,43,72,0,13,0,13,0,13,43,72,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,7,10,0,13,17,18,0,13,20,32,0,13,35,39,0,13,372,290,0,13,15,16,0,13,0,13,0,13,9,14,963,308,0,13,182,84,0,13,14,21,0,13,0,13,0,13,0,13,0,13,6,10,0,13,21,18,0,13,7,12,35,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,47,0,13,0,13,38,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,50,67,0,13,0,13,7,12,0,13,16,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,26,0,13,0,13,0,13,0,13,0,13,152,84,101,50
36005045102,2159,402,0,13,10,15,0,13,192,121,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,76,65,0,13,8,11,10,37,16,14,0,13,150,101,0,13,0,13,14,20,0,13,0,13,0,13,848,229,0,13,185,113,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,6,0,13,0,13,17,25,18,26,7,10,6,9,0,13,0,13,0,13,0,13,0,13,34,46,0,13,0,13,0,13,0,13,0,13,22,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,7,9,0,13,0,13,8,11,18,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,525,166,495,292
36005045600,3637,622,0,13,0,13,0,13,20,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,89,136,0,13,31,33,0,13,41,46,0,13,0,13,19,31,0,13,0,13,0,13,10,17,0,13,319,250,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,480,287,0,13,0,13,206,296,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,274,176,0,13,0,13,0,13,0,13,0,13,0,13,808,319,0,13,0,13,0,13,0,13,0,13,0,13,1,3,641,313,0,13,0,13,166,175,0,13,0,13,1311,492,755,448
36005045800,5381,825,0,18,0,18,0,18,187,171,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,96,114,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,96,114,0,18,0,18,0,18,74,118,0,18,0,18,270,212,0,18,52,83,0,18,0,18,151,180,0,18,0,18,67,85,0,18,0,18,0,18,0,18,0,18,4247,806,951,484
36005046000,3108,691,0,13,0,13,0,13,209,310,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,38,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,68,87,0,13,26,35,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,38,0,13,0,13,0,13,0,13,0,13,20,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,662,451,0,13,0,13,0,13,0,13,0,13,0,13,0,13,622,432,34,49,0,13,6,11,0,13,0,13,2006,839,353,253
36005046203,7733,1612,0,18,0,18,0,18,297,287,111,164,0,18,0,18,0,18,0,18,0,18,0,18,0,18,111,164,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,187,277,0,18,9,17,0,18,8,16,0,18,0,18,0,18,0,18,8,17,0,18,19,27,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,11,21,0,18,0,18,62,139,0,18,0,18,11,21,0,18,0,18,0,18,0,18,0,18,161,213,0,18,0,18,10,21,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,151,211,0,18,0,18,0,18,0,18,36,60,0,18,1050,503,0,18,0,18,0,18,0,18,64,112,0,18,19,27,951,518,42,70,0,18,38,28,0,18,0,18,4894,1621,992,513
36005046204,6891,1350,0,18,0,18,0,18,1101,882,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,55,95,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,80,133,0,18,0,18,0,18,517,490,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,517,490,0,18,0,18,0,18,0,18,0,18,0,18,1750,1079,0,18,0,18,0,18,0,18,0,18,0,18,0,18,890,834,258,390,0,18,725,696,0,18,0,18,3307,1274,917,710
36005046205,3053,643,0,13,0,13,0,13,236,248,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,53,85,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,60,0,13,37,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,282,324,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,282,324,0,13,0,13,0,13,0,13,37,65,0,13,572,656,0,13,0,13,0,13,0,13,0,13,0,13,0,13,91,105,0,13,0,13,481,652,0,13,0,13,1767,625,116,105
36005046206,4084,1233,0,13,0,13,0,13,261,292,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,145,190,0,13,0,13,100,168,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,78,0,13,0,13,0,13,0,13,0,13,0,13,1202,429,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1057,339,0,13,0,13,145,237,0,13,0,13,1954,1102,794,515
36005046207,6351,1428,0,18,0,18,0,18,454,354,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,92,153,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,67,110,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,220,216,0,18,0,18,73,119,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,147,180,0,18,0,18,0,18,0,18,0,18,0,18,638,640,0,18,0,18,0,18,0,18,61,101,0,18,0,18,577,624,0,18,0,18,0,18,0,18,0,18,3570,1046,1648,1237
36005046208,5879,1015,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,4,8,0,18,0,18,0,18,7,13,0,18,24,35,0,18,0,18,0,18,0,18,0,18,0,18,15,21,0,18,22,26,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,18,24,0,18,0,18,18,35,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,31,91,0,18,0,18,0,18,0,18,0,18,21,89,0,18,0,18,0,18,0,18,0,18,0,18,0,18,5,11,5,10,0,18,0,18,0,18,0,18,0,18,1620,817,0,18,43,143,0,18,0,18,51,62,0,18,17,76,1434,810,21,36,0,18,79,54,0,18,0,18,3607,627,838,434
36005046209,5039,1462,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,86,147,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,295,352,0,18,0,18,0,18,0,18,0,18,214,334,0,18,0,18,0,18,0,18,0,18,0,18,0,18,81,136,0,18,0,18,0,18,0,18,0,18,0,18,686,494,0,18,0,18,0,18,0,18,107,139,0,18,0,18,579,484,0,18,0,18,0,18,0,18,0,18,3088,1350,1011,826
36005048401,4213,800,0,13,0,13,0,13,61,59,42,63,0,13,0,13,0,13,0,13,42,63,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,25,0,13,0,13,2,4,0,13,0,13,0,13,33,51,0,13,33,51,29,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,520,389,0,13,0,13,162,204,0,13,0,13,164,258,0,13,0,13,0,13,0,13,0,13,0,13,0,13,194,219,0,13,0,13,0,13,0,13,0,13,0,13,1489,448,0,13,0,13,0,13,0,13,36,61,0,13,0,13,1352,449,34,47,0,13,67,57,0,13,0,13,1124,411,993,547
36005048402,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005050400,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005051601,4417,868,0,13,49,131,0,13,43,50,22,74,0,13,0,13,0,13,0,13,10,35,12,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,51,61,0,13,0,13,0,13,33,58,109,102,0,13,0,13,0,13,41,54,22,28,506,268,0,13,0,13,0,13,81,97,0,13,0,13,1040,471,0,13,967,377,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,17,0,13,69,63,0,13,0,13,224,328,0,13,16,28,171,116,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1495,750,540,306
36005051602,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047000100,4722,626,0,13,0,13,0,13,341,220,20,33,20,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,96,95,0,13,40,63,0,13,44,73,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,107,83,518,248,0,13,71,68,0,13,160,218,0,13,496,207,0,13,0,13,0,13,14,21,0,13,125,152,904,480,0,13,573,250,0,13,34,38,0,13,0,13,0,13,0,13,0,13,11,18,0,13,323,254,14,22,133,217,388,241,13,21,16,25,25,22,10,16,0,13,23,26,0,13,0,13,67,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,33,47,74,105,107,0,13,0,13,13,20,29,34,73,97,0,13,0,13,0,13,0,13,19,30,0,13,0,13,40,66,0,13,0,13,14,24,0,13,0,13,1486,383,491,234
36047000200,1160,270,0,13,8,12,0,13,12,21,54,78,0,13,0,13,0,13,0,13,0,13,52,78,0,13,0,13,2,6,0,13,0,13,14,21,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,23,38,46,0,13,13,18,0,13,0,13,0,13,0,13,0,13,22,32,0,13,0,13,0,13,0,13,56,51,0,13,44,39,0,13,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,7,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,777,243,164,113
36047000301,3892,683,0,13,48,61,0,13,508,591,77,91,0,13,0,13,0,13,17,27,0,13,0,13,0,13,0,13,60,87,0,13,0,13,20,32,21,33,0,13,0,13,0,13,51,47,0,13,0,13,15,25,0,13,0,13,39,46,0,13,50,75,0,13,25,41,56,54,161,128,399,209,0,13,142,117,0,13,124,141,0,13,324,139,0,13,0,13,0,13,21,33,0,13,77,84,544,221,0,13,340,148,8,15,12,20,0,13,0,13,0,13,0,13,32,51,0,13,0,13,286,171,18,28,0,13,239,125,0,13,0,13,41,45,0,13,0,13,15,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,77,81,81,94,0,13,15,22,21,32,17,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,28,0,13,0,13,946,311,534,249
36047000501,4604,493,0,13,0,13,0,13,93,61,27,30,0,13,0,13,0,13,0,13,0,13,0,13,7,12,20,27,0,13,0,13,11,17,0,13,0,13,0,13,0,13,0,13,31,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,24,16,18,45,39,435,165,9,13,125,81,21,30,90,86,47,59,606,192,0,13,79,60,0,13,37,36,0,13,0,13,662,210,0,13,446,202,0,13,6,12,0,13,0,13,0,13,0,13,9,13,51,47,7,11,259,139,19,27,21,22,221,89,14,22,29,29,73,60,55,59,0,13,0,13,0,13,0,13,31,33,13,25,0,13,0,13,0,13,0,13,0,13,0,13,12,18,0,13,6,9,0,13,0,13,0,13,0,13,0,13,50,54,0,13,8,13,40,35,55,41,24,25,0,13,0,13,0,13,0,13,10,15,0,13,0,13,14,21,0,13,0,13,0,13,0,13,0,13,1678,384,684,191
