ct,tot_,moe_,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified",tot_two_or_more_asian,moe_two_or_more_asian
36005041300,191,112,36,55,45,55,0,18,0,18,0,18,42,56,57,80,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,11,18,0,18,0,18,0,18,0,18
36005041400,330,236,25,28,0,18,0,18,0,18,14,21,0,18,82,129,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,209,205
36005041500,353,278,127,140,0,18,0,18,0,18,0,18,22,36,11,18,0,18,0,18,0,18,8,14,0,18,0,18,0,18,0,18,0,18,185,229,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005041800,602,251,602,251,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005041900,1195,658,15,27,56,102,0,18,0,18,21,31,0,18,309,260,0,18,0,18,0,18,32,88,0,18,0,18,0,18,0,18,0,18,182,256,112,150,0,18,0,18,0,18,0,18,399,442,69,95
36005042000,205,209,167,210,0,13,0,13,0,13,0,13,7,11,21,32,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005042100,579,206,388,213,0,18,0,18,0,18,0,18,31,39,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,29,45,0,18,115,87,0,18,16,26,0,18,0,18,0,18,0,18,0,18
36005042200,35,111,20,39,0,13,0,13,0,13,0,13,15,109,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005042300,351,173,201,150,100,128,0,13,0,13,0,13,0,13,15,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,56
36005042400,67,57,67,57,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005042500,770,243,403,190,140,172,0,18,0,18,72,111,75,99,0,18,0,18,0,18,45,82,0,18,0,18,0,18,0,18,0,18,0,18,35,66,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005042600,312,315,105,93,0,18,0,18,0,18,0,18,207,283,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005042800,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005042901,792,347,344,213,438,319,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005042902,88,83,32,40,14,35,0,13,0,13,0,13,42,61,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005043000,244,105,215,92,0,13,0,13,0,13,0,13,0,13,29,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005043101,914,269,455,385,74,94,0,18,0,18,0,18,58,107,17,26,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,310,233
36005043102,36,53,31,52,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,5,10,0,18,0,18,0,18
36005043400,32,37,15,25,0,13,0,13,0,13,0,13,0,13,17,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005043501,43,63,43,63,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005043502,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005043503,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005043600,139,98,119,93,20,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005044200,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005044400,199,227,137,196,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,62,101,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005044800,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005044901,30,33,0,13,0,13,0,13,0,13,0,13,0,13,16,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,20,0,13
36005044902,61,54,0,13,0,13,0,13,0,13,0,13,15,24,46,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005045101,3,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005045102,56,61,0,13,0,13,0,13,0,13,0,13,11,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,58,0,13,0,13,0,13
36005045600,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005045800,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005046000,24,32,0,13,0,13,0,13,0,13,0,13,10,20,14,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005046203,30,46,0,18,0,18,0,18,0,18,0,18,0,18,30,46,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005046204,243,111,0,18,0,18,0,18,0,18,0,18,0,18,243,111,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005046205,348,500,0,13,0,13,0,13,0,13,0,13,0,13,189,358,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,84,133,0,13,0,13,0,13,0,13,0,13,0,13,75,142
36005046206,81,132,0,13,0,13,0,13,0,13,0,13,0,13,81,132,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005046207,267,298,267,298,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005046208,8,17,0,18,0,18,0,18,0,18,0,18,0,18,8,17,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005046209,4,7,4,7,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36005048401,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005048402,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005050400,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005051601,87,54,0,13,0,13,0,13,0,13,0,13,12,21,75,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36005051602,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047000100,302,174,21,20,0,13,0,13,0,13,0,13,205,163,33,38,0,13,0,13,15,23,28,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047000200,55,37,45,35,0,13,0,13,0,13,0,13,10,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047000301,63,41,10,20,0,13,0,13,0,13,0,13,25,30,0,13,0,13,0,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,0,13,0,13,0,13
36047000501,593,193,89,56,0,13,0,13,0,13,0,13,254,118,8,12,0,13,0,13,83,108,59,42,0,13,0,13,0,13,0,13,0,13,5,11,0,13,17,28,0,13,70,55,0,13,0,13,8,14
36047000502,339,207,0,13,0,13,0,13,0,13,0,13,240,184,38,59,0,13,0,13,0,13,38,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,25
36047000700,188,88,30,34,0,13,0,13,0,13,0,13,61,62,0,13,0,13,0,13,58,54,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,42
36047000900,376,140,125,99,0,13,0,13,0,13,0,13,139,69,9,17,0,13,0,13,37,44,38,37,0,13,14,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,24
36047001100,208,72,45,32,0,13,0,13,0,13,0,13,76,45,2,4,0,13,0,13,0,13,49,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,11,0,13,21,19,0,13,5,8,0,13
36047001300,303,168,2,4,0,13,0,13,0,13,0,13,231,162,5,9,0,13,0,13,7,11,19,22,0,13,0,13,0,13,0,13,0,13,0,13,32,48,0,13,0,13,3,7,0,13,0,13,4,7
36047001501,987,255,158,148,0,18,0,18,0,18,0,18,695,274,0,18,0,18,0,18,0,18,7,12,0,18,10,16,0,18,0,18,0,18,0,18,0,18,0,18,0,18,18,29,0,18,58,104,41,73
36047001502,1626,449,248,107,17,26,0,18,0,18,0,18,842,244,50,59,0,18,0,18,61,80,330,355,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,25,29,28,41,25,39,0,18,0,18
36047001801,39,50,0,13,0,13,0,13,0,13,0,13,21,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,34,0,13
36047001802,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047001803,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047001804,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047002000,98,101,0,13,0,13,0,13,0,13,0,13,98,101,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047002100,1036,619,74,69,0,18,0,18,0,18,0,18,837,624,1,4,0,18,0,18,46,52,29,31,0,18,0,18,0,18,0,18,0,18,0,18,0,18,18,29,0,18,0,18,9,15,0,18,22,36
36047002200,440,122,4,6,0,13,0,13,0,13,0,13,393,112,9,14,0,13,0,13,17,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,20
36047002300,696,409,203,255,0,13,0,13,0,13,0,13,458,228,28,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,18,0,13,0,13,0,13,0,13
36047002901,718,168,28,44,1,3,0,13,0,13,0,13,689,168,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047003000,556,222,21,28,0,13,0,13,0,13,0,13,379,208,40,54,0,13,0,13,3,6,94,105,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13,14,22
36047003101,853,265,166,97,0,13,0,13,0,13,0,13,342,146,69,59,0,13,0,13,0,13,214,171,0,13,0,13,0,13,0,13,0,13,0,13,0,13,51,75,0,13,11,17,0,13,0,13,0,13
36047003102,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047003300,576,189,264,184,0,13,0,13,0,13,0,13,168,90,29,34,0,13,0,13,5,10,57,42,0,13,0,13,0,13,0,13,0,13,7,11,17,19,16,14,0,13,7,10,0,13,0,13,6,10
36047003400,772,164,40,41,0,13,0,13,0,13,0,13,643,157,66,65,0,13,0,13,0,13,0,13,0,13,16,25,0,13,0,13,0,13,1,3,0,13,0,13,0,13,6,10,0,13,0,13,0,13
36047003500,290,106,19,20,20,21,0,13,0,13,0,13,139,60,18,17,0,13,0,13,6,9,70,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,17,18
36047003600,610,194,24,29,0,13,0,13,0,13,0,13,498,184,2,4,0,13,0,13,0,13,31,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,13,0,13,8,13,40,47
36047003700,734,285,101,75,0,13,0,13,0,13,0,13,316,184,80,107,0,13,0,13,12,17,156,168,0,13,0,13,0,13,0,13,0,13,6,10,0,13,11,19,2,4,0,13,7,10,0,13,43,40
36047003800,456,278,0,13,0,13,0,13,0,13,0,13,232,104,12,17,0,13,0,13,0,13,2,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,178,269,24,33,0,13,0,13
36047003900,330,165,100,84,0,13,0,13,0,13,0,13,62,49,0,13,0,13,0,13,16,18,136,151,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,8,12,0,13,0,13,0,13
36047004100,232,118,57,43,0,13,0,13,0,13,0,13,58,59,0,13,0,13,0,13,0,13,92,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,15,24,0,13
36047004300,559,174,60,47,0,13,0,13,0,13,0,13,262,156,0,13,0,13,0,13,61,52,57,37,0,13,0,13,0,13,0,13,0,13,39,59,0,13,0,13,0,13,48,45,7,12,0,13,25,29
36047004400,160,88,0,13,0,13,0,13,0,13,0,13,156,88,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047004500,292,107,52,49,0,13,0,13,0,13,0,13,109,53,0,13,0,13,0,13,16,21,81,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,24,0,13,18,20,0,13,0,13,0,13
36047004600,138,103,0,13,27,47,0,13,0,13,0,13,104,95,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11
36047004700,126,61,20,16,0,13,0,13,0,13,0,13,20,17,38,32,0,13,0,13,6,10,31,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,7,0,13,0,13,6,9
36047004900,160,86,0,13,0,13,0,13,0,13,0,13,55,33,18,25,0,13,0,13,11,17,55,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,11,0,13,0,13,0,13,0,13,15,21
36047005000,383,261,0,13,0,13,0,13,0,13,0,13,265,185,0,13,0,13,0,13,0,13,10,15,0,13,0,13,0,13,0,13,0,13,108,167,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005100,159,64,23,25,0,13,0,13,0,13,0,13,34,34,13,20,0,13,0,13,49,47,20,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,29,0,13
36047005201,320,149,11,12,0,13,0,13,0,13,0,13,256,138,0,13,0,13,0,13,27,43,17,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,0,13,0,13
36047005202,104,83,64,65,0,13,0,13,0,13,0,13,40,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005301,58,35,18,16,0,13,0,13,0,13,0,13,34,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9
36047005302,5,7,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005303,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005400,448,234,22,25,0,13,0,13,0,13,0,13,304,199,97,92,0,13,25,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005601,467,378,9,14,0,13,0,13,0,13,0,13,155,92,46,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,249,382,0,13,0,13,0,13,8,12,0,13
36047005602,147,86,58,79,0,13,0,13,0,13,0,13,65,34,0,13,0,13,0,13,0,13,8,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,19,0,13,0,13,0,13,5,8,0,13
36047005800,280,130,44,53,0,13,0,13,0,13,0,13,149,102,40,50,0,13,0,13,17,28,30,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047005900,25,32,0,13,0,13,0,13,0,13,0,13,25,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047006000,317,144,18,20,0,13,0,13,0,13,0,13,128,97,88,84,0,13,0,13,16,20,0,13,0,13,0,13,0,13,0,13,0,13,29,55,0,13,0,13,0,13,23,35,0,13,0,13,15,23
36047006200,446,203,41,71,63,93,0,13,0,13,0,13,222,153,0,13,0,13,0,13,0,13,11,19,0,13,0,13,0,13,0,13,0,13,109,98,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047006300,114,79,5,7,0,13,0,13,0,13,0,13,99,79,0,13,0,13,0,13,5,7,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,0,13,0,13,0,13,4,6,0,13,0,13
36047006400,250,115,8,14,0,13,0,13,0,13,0,13,185,110,30,38,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,35,0,13,0,13
36047006500,262,169,38,60,0,18,0,18,0,18,0,18,54,85,65,82,0,18,0,18,0,18,28,37,0,18,0,18,0,18,0,18,0,18,21,26,0,18,56,83,0,18,0,18,0,18,0,18,0,18
36047006600,594,170,53,50,28,44,0,13,0,13,0,13,237,157,74,55,0,13,0,13,51,60,96,100,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,44,27,41
36047006700,133,69,14,16,0,13,0,13,0,13,0,13,53,43,0,13,0,13,0,13,30,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,9,13,0,13,0,13,0,13,0,13,18,24
36047006800,756,199,33,49,0,13,0,13,0,13,0,13,576,202,88,97,0,13,0,13,10,17,2,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13,41,61,0,13,0,13,5,8,0,13,1,3
36047006901,123,71,67,66,0,13,0,13,0,13,0,13,4,7,24,35,0,13,0,13,6,10,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13,9,14
36047006902,98,59,0,13,0,13,0,13,0,13,0,13,42,40,11,17,0,13,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,16,0,13,0,13,10,16,0,13,20,23
36047007000,363,190,0,13,0,13,0,13,10,15,0,13,249,176,57,54,0,13,0,13,9,16,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,25,0,13,11,18,0,13
36047007100,238,219,36,42,0,13,0,13,0,13,0,13,201,219,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,7,0,13,0,13,0,13
36047007200,344,139,0,13,0,13,0,13,0,13,0,13,297,128,47,55,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047007400,1671,656,0,18,5,13,0,18,16,35,0,18,1576,673,0,18,0,18,4,6,17,25,9,14,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,44,68,0,18,0,18,0,18
36047007500,313,259,17,27,0,13,0,13,0,13,0,13,103,119,46,44,0,13,43,67,44,67,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,60,91
36047007600,1219,554,0,18,0,18,0,18,0,18,0,18,1147,542,8,13,0,18,0,18,26,34,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,24,39,0,18,0,18,14,25,0,18
36047007700,500,248,161,200,0,18,0,18,0,18,0,18,200,132,40,53,0,18,0,18,47,83,52,66,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047007800,398,270,0,18,0,18,0,18,0,18,0,18,337,268,0,18,0,18,0,18,0,18,5,10,0,18,0,18,0,18,0,18,0,18,25,36,21,24,0,18,0,18,0,18,0,18,0,18,10,19
36047008000,249,157,25,37,0,13,0,13,0,13,0,13,195,154,10,17,0,13,0,13,0,13,9,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,0,13,0,13
36047008200,422,175,35,55,0,13,0,13,0,13,0,13,223,132,8,13,0,13,0,13,26,40,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,42,0,13,68,114,18,27
36047008400,229,134,6,16,0,13,0,13,0,13,0,13,145,119,48,54,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,20,0,13,6,11,0,13,0,13,0,13
36047008500,300,182,0,18,0,18,0,18,0,18,0,18,300,182,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047008600,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047008800,515,346,10,17,0,13,0,13,0,13,0,13,495,343,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,15
36047009001,404,139,0,13,0,13,0,13,0,13,0,13,384,138,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,22,0,13,0,13,0,13
36047009002,399,162,10,16,0,13,0,13,0,13,0,13,246,130,53,54,0,13,0,13,80,103,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047009201,1528,450,0,13,0,13,0,13,0,13,0,13,1445,440,0,13,0,13,0,13,43,50,40,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047009202,909,272,67,60,0,13,0,13,155,176,0,13,596,219,12,20,0,13,0,13,64,68,15,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047009401,1712,423,19,27,0,13,0,13,0,13,0,13,1693,424,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047009402,1821,535,44,48,295,341,0,13,0,13,0,13,1381,412,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,101,164,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047009600,2130,449,113,115,106,166,0,18,0,18,0,18,1823,421,18,27,0,18,6,11,0,18,21,35,13,21,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,12,20,0,18,0,18,18,29
36047009800,2586,453,0,18,0,18,0,18,0,18,0,18,2499,433,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,87,139,0,18,0,18,0,18,0,18,0,18,0,18
36047010000,2814,528,0,18,0,18,0,18,0,18,0,18,2517,534,21,36,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,250,341,0,18,0,18,0,18,26,47,0,18,0,18,0,18
36047010100,182,190,0,13,0,13,0,13,0,13,0,13,46,51,0,13,0,13,0,13,31,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,40,0,13,0,13,74,98
